ds,city,PM2_5,PM10,AQI,n_stations,temp_c,humidity_pct,wind_speed_ms,wind_dir_deg,pressure_hpa,dust_risk_score,weather_desc,PM2_5_lag1h,PM10_lag1h,PM2_5_roll3h,PM2_5_roll24h,PM2_5_delta,alert_pm25,alert_pm10,alert
2026-05-12 03:00:00+00:00,Delhi,95.3,178.6,190.5,3,22.7,55.9,4.12,347,1010.9059349715986,0.448,haze,85.1,160.0,85.16666666666667,90.24,10.200000000000003,RED,RED,RED
2026-05-12 04:00:00+00:00,Delhi,99.5,204.8,198.9,3,23.7,49.9,1.91,317,1006.4800703411054,0.58,haze,95.3,178.6,93.3,90.81875,4.200000000000003,RED,RED,RED
2026-05-12 05:00:00+00:00,Delhi,96.3,209.7,192.6,3,25.6,49.5,3.04,112,1001.9330552004128,0.53,haze,99.5,204.8,97.03333333333335,91.14117647058823,-3.200000000000003,RED,RED,RED
2026-05-12 06:00:00+00:00,Delhi,104.9,218.0,209.8,3,28.0,42.7,15.23,186,1009.3722469461575,0.223,haze,96.3,209.7,100.23333333333333,91.90555555555555,8.600000000000009,RED,RED,RED
2026-05-12 07:00:00+00:00,Delhi,110.3,210.9,220.6,3,32.5,40.5,0.5,171,1008.9046420270008,0.74,haze,104.9,218.0,103.83333333333333,92.8736842105263,5.3999999999999915,RED,RED,RED
2026-05-12 08:00:00+00:00,Delhi,129.4,237.1,258.8,3,30.1,33.5,4.06,324,1005.9952599026028,0.567,haze,110.3,210.9,114.86666666666667,94.7,19.10000000000001,RED,RED,RED
2026-05-12 09:00:00+00:00,Delhi,127.5,234.0,254.9,3,35.0,32.9,0.52,348,1010.7694878250259,0.784,haze,129.4,237.1,122.40000000000002,96.26190476190476,-1.9000000000000057,RED,RED,RED
2026-05-12 10:00:00+00:00,Delhi,114.0,237.6,228.0,3,35.8,30.4,0.5,127,1011.2895865694846,0.799,haze,127.5,234.0,123.63333333333333,97.06818181818181,-13.5,RED,RED,RED
2026-05-12 11:00:00+00:00,Delhi,126.9,265.7,253.8,3,35.8,31.1,2.98,262,1003.6695499449113,0.673,haze,114.0,237.6,122.8,98.36521739130436,12.900000000000006,RED,RED,RED
2026-05-12 12:00:00+00:00,Delhi,123.4,248.2,246.7,3,36.5,29.0,5.69,36,1007.3823998487135,0.55,haze,126.9,265.7,121.43333333333334,99.40833333333335,-3.5,RED,RED,RED
2026-05-12 13:00:00+00:00,Delhi,110.6,230.0,221.1,3,35.9,30.8,1.3,160,1008.3172909410832,0.759,haze,123.4,248.2,120.3,99.19583333333334,-12.800000000000011,RED,RED,RED
2026-05-12 14:00:00+00:00,Delhi,101.9,220.0,203.8,3,35.2,32.9,0.5,337,1005.8569457459209,0.786,haze,110.6,230.0,111.96666666666665,99.26666666666667,-8.699999999999989,RED,RED,RED
2026-05-12 15:00:00+00:00,Delhi,79.0,147.8,158.1,3,32.9,34.4,0.5,134,1006.8500300812022,0.764,clear sky,101.9,220.0,97.16666666666667,96.15000000000002,-22.900000000000006,RED,RED,RED
2026-05-12 16:00:00+00:00,Delhi,88.7,177.6,177.3,3,33.1,33.5,2.23,229,1010.1611617261146,0.682,haze,79.0,147.8,89.86666666666667,96.06666666666666,9.700000000000003,RED,RED,RED
2026-05-12 17:00:00+00:00,Delhi,97.5,206.6,195.1,3,29.8,49.3,1.7,316,1008.2812962904559,0.629,haze,88.7,177.6,88.39999999999999,94.86666666666667,8.799999999999997,RED,RED,RED
2026-05-12 18:00:00+00:00,Delhi,107.3,195.0,214.5,3,28.0,45.0,0.82,5,1008.5717961153435,0.674,haze,97.5,206.6,97.83333333333333,95.53750000000001,9.799999999999997,RED,RED,RED
2026-05-12 19:00:00+00:00,Delhi,79.2,173.0,158.3,3,26.7,47.5,1.22,160,1010.3311493847108,0.635,clear sky,107.3,195.0,94.66666666666667,95.95833333333333,-28.099999999999994,RED,RED,RED
2026-05-12 20:00:00+00:00,Delhi,68.9,149.9,137.9,3,23.5,54.4,0.5,287,1013.2888124169096,0.635,clear sky,79.2,173.0,85.13333333333334,95.95,-10.299999999999997,RED,RED,RED
2026-05-12 21:00:00+00:00,Delhi,64.6,123.9,129.2,3,23.7,58.3,0.5,245,1006.6520868417126,0.621,clear sky,68.9,149.9,70.89999999999999,95.45416666666667,-4.300000000000011,RED,RED,RED
2026-05-12 22:00:00+00:00,Delhi,61.7,131.0,123.3,3,20.1,59.5,4.0,320,1019.5581944719642,0.442,clear sky,64.6,123.9,65.06666666666668,94.78333333333332,-2.8999999999999915,RED,RED,RED
2026-05-12 23:00:00+00:00,Delhi,71.8,154.6,143.5,3,19.6,59.7,1.44,341,1006.7717735082854,0.569,clear sky,61.7,131.0,66.03333333333333,95.23333333333333,10.099999999999994,RED,RED,RED
2026-05-13 00:00:00+00:00,Delhi,67.7,144.6,135.4,3,19.5,58.8,0.5,270,1009.7869309554129,0.619,clear sky,71.8,154.6,67.06666666666666,95.27499999999999,-4.099999999999994,RED,RED,RED
2026-05-13 01:00:00+00:00,Delhi,71.1,149.9,142.2,3,19.9,61.1,0.5,349,1004.1873845793718,0.611,clear sky,67.7,144.6,70.2,95.10833333333335,3.3999999999999915,RED,RED,RED
2026-05-13 02:00:00+00:00,Delhi,99.8,218.7,199.7,3,21.7,51.9,3.96,318,1008.5593629443083,0.47,haze,71.1,149.9,79.53333333333333,95.72083333333332,28.700000000000003,RED,RED,RED
2026-05-13 03:00:00+00:00,Delhi,100.7,188.6,201.3,3,21.9,55.2,2.92,128,1005.6194849469822,0.511,haze,99.8,218.7,90.53333333333332,95.94583333333334,0.9000000000000057,RED,RED,RED
2026-05-13 04:00:00+00:00,Delhi,91.0,183.8,182.0,3,23.7,55.3,0.82,271,1011.7992205661186,0.615,haze,100.7,188.6,97.16666666666667,95.59166666666668,-9.700000000000003,RED,RED,RED
2026-05-13 05:00:00+00:00,Delhi,116.6,243.8,233.1,3,26.2,49.1,0.5,85,1006.221351802619,0.662,haze,91.0,183.8,102.76666666666667,96.4375,25.599999999999994,RED,RED,RED
2026-05-13 06:00:00+00:00,Delhi,108.6,199.6,217.1,3,28.8,35.3,0.5,221,1004.9268370759971,0.73,haze,116.6,243.8,105.39999999999999,96.59166666666665,-8.0,RED,RED,RED
2026-05-13 07:00:00+00:00,Delhi,106.5,229.4,213.0,3,30.2,41.1,1.94,3,1010.2678058453749,0.648,haze,108.6,199.6,110.56666666666666,96.43333333333334,-2.0999999999999943,RED,RED,RED
2026-05-13 08:00:00+00:00,Delhi,118.2,253.8,236.4,3,32.1,41.0,2.83,162,1009.594200032881,0.619,haze,106.5,229.4,111.09999999999998,95.96666666666665,11.700000000000003,RED,RED,RED
2026-05-13 09:00:00+00:00,Delhi,111.3,242.2,222.6,3,35.8,35.7,5.89,43,1007.6745063343095,0.511,haze,118.2,253.8,112.0,95.29166666666667,-6.900000000000006,RED,RED,RED
2026-05-13 10:00:00+00:00,Delhi,110.3,200.2,220.5,3,34.2,27.4,2.67,92,1011.3506803206051,0.69,haze,111.3,242.2,113.26666666666667,95.1375,-1.0,RED,RED,RED
2026-05-13 11:00:00+00:00,Delhi,112.2,233.2,224.4,3,36.6,33.2,3.32,276,1008.9218985626298,0.655,haze,110.3,200.2,111.26666666666667,94.52499999999999,1.9000000000000057,RED,RED,RED
2026-05-13 12:00:00+00:00,Delhi,115.4,234.0,230.8,3,36.5,34.8,0.5,95,1009.5838812810795,0.789,haze,112.2,233.2,112.63333333333333,94.19166666666666,3.200000000000003,RED,RED,RED
2026-05-13 13:00:00+00:00,Delhi,116.1,228.9,232.2,3,35.5,33.0,0.5,272,1010.440528908002,0.788,haze,115.4,234.0,114.56666666666666,94.42083333333333,0.6999999999999886,RED,RED,RED
2026-05-13 14:00:00+00:00,Delhi,104.7,200.9,209.4,3,38.2,33.2,2.82,51,1007.6264242572189,0.692,haze,116.1,228.9,112.06666666666668,94.53749999999998,-11.399999999999991,RED,RED,RED
2026-05-13 15:00:00+00:00,Delhi,117.4,225.0,234.7,3,34.7,38.0,3.49,150,1004.4100185923594,0.615,haze,104.7,200.9,112.73333333333333,96.13749999999999,12.700000000000003,RED,RED,RED
2026-05-13 16:00:00+00:00,Delhi,93.6,205.0,187.2,3,32.2,38.5,3.06,238,1013.0258797490046,0.617,haze,117.4,225.0,105.23333333333335,96.34166666666665,-23.80000000000001,RED,RED,RED
2026-05-13 17:00:00+00:00,Delhi,93.8,172.7,187.6,3,29.5,41.9,0.5,282,1006.4791704738866,0.712,haze,93.6,205.0,101.60000000000001,96.1875,0.20000000000000284,RED,RED,RED
2026-05-13 18:00:00+00:00,Delhi,81.2,178.3,162.5,3,28.2,40.7,4.19,326,1003.7776086768704,0.522,haze,93.8,172.7,89.53333333333335,95.09999999999998,-12.599999999999994,RED,RED,RED
2026-05-13 19:00:00+00:00,Delhi,74.4,150.6,148.8,3,25.7,51.5,0.5,172,1007.5201844101097,0.65,clear sky,81.2,178.3,83.13333333333334,94.89999999999999,-6.799999999999997,RED,RED,RED
2026-05-13 20:00:00+00:00,Delhi,76.2,140.8,152.4,3,23.7,53.5,3.43,347,1005.5183071693431,0.492,clear sky,74.4,150.6,77.26666666666667,95.20416666666667,1.7999999999999972,RED,RED,RED
2026-05-13 21:00:00+00:00,Delhi,72.9,156.6,145.8,3,22.7,56.3,0.5,226,1008.0377772023454,0.628,clear sky,76.2,140.8,74.5,95.55,-3.299999999999997,RED,RED,RED
2026-05-13 22:00:00+00:00,Delhi,68.9,130.0,137.8,3,21.3,55.3,3.34,11,1012.5774898717525,0.489,clear sky,72.9,156.6,72.66666666666667,95.85000000000001,-4.0,RED,RED,RED
2026-05-13 23:00:00+00:00,Delhi,66.1,123.4,132.2,3,20.0,55.9,0.65,27,1012.7674323966077,0.622,clear sky,68.9,130.0,69.30000000000001,95.6125,-2.8000000000000114,RED,RED,RED
2026-05-14 00:00:00+00:00,Delhi,59.7,123.8,119.4,3,20.4,62.2,1.35,311,1012.4299758762888,0.564,clear sky,66.1,123.4,64.89999999999999,95.27916666666668,-6.3999999999999915,AMBER,RED,RED
2026-05-14 01:00:00+00:00,Delhi,79.4,156.0,158.8,3,21.3,59.2,10.55,266,1012.5813037796775,0.143,clear sky,59.7,123.8,68.39999999999999,95.625,19.700000000000003,RED,RED,RED
2026-05-14 02:00:00+00:00,Delhi,69.0,147.4,137.9,3,22.4,57.6,1.34,310,1011.7134489359204,0.581,clear sky,79.4,156.0,69.36666666666667,94.34166666666668,-10.400000000000006,RED,RED,RED
2026-05-14 03:00:00+00:00,Delhi,90.0,197.9,180.0,3,22.6,60.2,7.24,82,1008.9373754432938,0.277,haze,69.0,147.4,79.46666666666668,93.89583333333333,21.0,RED,RED,RED
2026-05-14 04:00:00+00:00,Delhi,91.2,198.9,182.3,3,22.4,48.4,2.78,287,1009.6064754299256,0.541,haze,90.0,197.9,83.39999999999999,93.90416666666665,1.2000000000000028,RED,RED,RED
2026-05-14 05:00:00+00:00,Delhi,99.5,212.1,198.9,3,25.5,51.7,8.6,221,1006.2920216083537,0.243,haze,91.2,198.9,93.56666666666666,93.19166666666666,8.299999999999997,RED,RED,RED
2026-05-14 06:00:00+00:00,Delhi,108.3,213.2,216.6,3,29.3,46.8,4.09,102,1011.6384452210481,0.514,haze,99.5,212.1,99.66666666666667,93.17916666666667,8.799999999999997,RED,RED,RED
2026-05-14 07:00:00+00:00,Delhi,118.3,233.6,236.6,3,28.3,40.3,1.8,334,1010.1526267673879,0.644,haze,108.3,213.2,108.7,93.67083333333333,10.0,RED,RED,RED
2026-05-14 08:00:00+00:00,Delhi,126.7,276.2,253.4,3,30.6,32.4,1.54,33,1007.8333569033101,0.702,haze,118.3,233.6,117.76666666666667,94.02500000000002,8.400000000000006,RED,RED,RED
2026-05-14 09:00:00+00:00,Delhi,104.0,211.4,208.1,3,34.9,35.8,1.54,335,1001.8124229782647,0.721,haze,126.7,276.2,116.33333333333333,93.72083333333335,-22.700000000000003,RED,RED,RED
2026-05-14 10:00:00+00:00,Delhi,108.5,234.2,217.0,3,35.4,38.2,0.5,121,1007.0419199773991,0.77,haze,104.0,211.4,113.06666666666666,93.64583333333333,4.5,RED,RED,RED
2026-05-14 11:00:00+00:00,Delhi,121.8,236.2,243.7,3,35.2,30.7,1.91,11,1006.5340797438357,0.724,haze,108.5,234.2,111.43333333333334,94.04583333333333,13.299999999999997,RED,RED,RED
2026-05-14 12:00:00+00:00,Delhi,110.6,229.6,221.1,3,34.8,27.9,5.17,318,1008.6419397322027,0.567,haze,121.8,236.2,113.63333333333333,93.84583333333332,-11.200000000000003,RED,RED,RED
2026-05-14 13:00:00+00:00,Delhi,113.2,245.5,226.3,3,35.8,32.8,1.89,153,1005.6589699378269,0.721,haze,110.6,229.6,115.2,93.72500000000001,2.6000000000000085,RED,RED,RED
2026-05-14 14:00:00+00:00,Delhi,111.9,225.3,223.9,3,35.2,31.6,1.9,14,1005.1333786781987,0.721,haze,113.2,245.5,111.89999999999999,94.02500000000002,-1.2999999999999972,RED,RED,RED
2026-05-14 15:00:00+00:00,Delhi,104.4,211.5,208.8,3,33.2,29.7,1.05,24,1008.6200683890032,0.755,haze,111.9,225.3,109.83333333333333,93.48333333333333,-7.5,RED,RED,RED
2026-05-14 16:00:00+00:00,Delhi,104.8,192.3,209.6,3,32.7,44.6,3.42,235,1011.0435980780619,0.58,haze,104.4,211.5,107.03333333333335,93.95,0.3999999999999915,RED,RED,RED
2026-05-14 17:00:00+00:00,Delhi,87.4,179.9,174.8,3,29.4,35.4,10.77,228,1010.8238537341814,0.259,haze,104.8,192.3,98.86666666666667,93.68333333333334,-17.39999999999999,RED,RED,RED
2026-05-14 18:00:00+00:00,Delhi,80.1,171.4,160.1,3,26.7,45.5,6.23,334,1010.7236158417273,0.392,haze,87.4,179.9,90.76666666666667,93.6375,-7.300000000000011,RED,RED,RED
2026-05-14 19:00:00+00:00,Delhi,75.6,156.2,151.1,3,26.7,49.2,2.12,172,1010.2541613701154,0.585,clear sky,80.1,171.4,81.03333333333333,93.6875,-4.5,RED,RED,RED
2026-05-14 20:00:00+00:00,Delhi,71.0,140.0,142.1,3,24.6,47.6,0.5,89,1008.1442548399841,0.658,clear sky,75.6,156.2,75.56666666666666,93.47083333333332,-4.599999999999994,RED,RED,RED
2026-05-14 21:00:00+00:00,Delhi,72.1,156.6,144.2,3,22.5,58.3,1.15,9,1002.9453835830968,0.589,clear sky,71.0,140.0,72.89999999999999,93.4375,1.0999999999999943,RED,RED,RED
2026-05-14 22:00:00+00:00,Delhi,88.7,183.9,177.3,3,23.1,65.2,3.95,94,1006.1867565656048,0.424,haze,72.1,156.6,77.26666666666667,94.2625,16.60000000000001,RED,RED,RED
2026-05-14 23:00:00+00:00,Delhi,74.5,136.0,148.9,3,20.4,61.0,4.61,327,1012.7404022852256,0.406,clear sky,88.7,183.9,78.43333333333334,94.61250000000001,-14.200000000000003,RED,RED,RED
2026-05-15 00:00:00+00:00,Delhi,79.3,168.8,158.5,3,20.7,58.3,2.51,61,1005.9577671762884,0.52,clear sky,74.5,136.0,80.83333333333333,95.42916666666666,4.799999999999997,RED,RED,RED
2026-05-15 01:00:00+00:00,Delhi,85.2,181.3,170.5,3,19.9,53.4,1.55,352,1004.9757410672478,0.586,haze,79.3,168.8,79.66666666666667,95.67083333333333,5.900000000000006,RED,RED,RED
2026-05-15 02:00:00+00:00,Delhi,82.8,178.9,165.7,3,22.7,60.5,5.92,38,1001.3665940729763,0.342,haze,85.2,181.3,82.43333333333334,96.24583333333332,-2.4000000000000057,RED,RED,RED
2026-05-15 03:00:00+00:00,Delhi,76.1,161.2,152.2,3,23.5,57.5,5.61,156,1014.8120785734131,0.368,clear sky,82.8,178.9,81.36666666666666,95.66666666666667,-6.700000000000003,RED,RED,RED
2026-05-15 04:00:00+00:00,Delhi,90.0,188.8,180.0,3,23.2,52.7,3.59,122,1006.5670276597046,0.486,haze,76.1,161.2,82.96666666666665,95.61666666666667,13.900000000000006,RED,RED,RED
2026-05-15 05:00:00+00:00,Delhi,96.2,187.8,192.5,3,26.2,55.7,1.74,135,1005.1990856722113,0.577,haze,90.0,188.8,87.43333333333334,95.47916666666667,6.200000000000003,RED,RED,RED
2026-05-15 06:00:00+00:00,Delhi,101.6,212.1,203.2,3,27.4,49.2,1.96,298,1011.0258088495465,0.598,haze,96.2,187.8,95.93333333333334,95.19999999999999,5.3999999999999915,RED,RED,RED
2026-05-15 07:00:00+00:00,Delhi,119.3,231.1,238.6,3,30.4,39.9,0.85,217,1003.6433878695873,0.709,haze,101.6,212.1,105.7,95.24166666666667,17.700000000000003,RED,RED,RED
2026-05-15 08:00:00+00:00,Delhi,115.1,208.0,230.2,3,34.6,42.8,6.39,327,1009.7708238571854,0.453,haze,119.3,231.1,112.0,94.75833333333333,-4.200000000000003,RED,RED,RED
2026-05-15 09:00:00+00:00,Delhi,125.9,230.0,251.7,3,34.3,33.4,0.5,181,1006.5891556598117,0.778,haze,115.1,208.0,120.09999999999998,95.67083333333333,10.800000000000011,RED,RED,RED
2026-05-15 10:00:00+00:00,Delhi,113.5,214.7,227.1,3,35.9,27.3,3.41,201,1012.2464484075325,0.666,haze,125.9,230.0,118.16666666666667,95.87916666666666,-12.400000000000006,RED,RED,RED
2026-05-15 11:00:00+00:00,Delhi,108.8,235.9,217.6,3,34.1,26.6,3.34,16,1004.1147636838092,0.658,haze,113.5,214.7,116.06666666666666,95.33749999999999,-4.700000000000003,RED,RED,RED
2026-05-15 12:00:00+00:00,Delhi,111.5,211.7,222.9,3,36.1,26.4,0.5,160,1008.8315447380762,0.816,haze,108.8,235.9,111.26666666666667,95.375,2.700000000000003,RED,RED,RED
2026-05-15 13:00:00+00:00,Delhi,120.4,217.3,240.7,3,33.9,27.5,8.11,176,1009.5500079259443,0.415,haze,111.5,211.7,113.56666666666666,95.675,8.900000000000006,RED,RED,RED
2026-05-15 14:00:00+00:00,Delhi,116.2,217.7,232.4,3,35.1,28.8,1.27,210,1004.6461645308991,0.762,haze,120.4,217.3,116.03333333333335,95.85416666666667,-4.200000000000003,RED,RED,RED
2026-05-15 15:00:00+00:00,Delhi,98.5,192.2,197.0,3,31.5,35.3,0.87,174,1011.4995024897753,0.732,haze,116.2,217.7,111.7,95.60833333333335,-17.700000000000003,RED,RED,RED
2026-05-15 16:00:00+00:00,Delhi,115.8,231.4,231.6,3,33.9,36.4,1.02,54,1008.7148887863643,0.739,haze,98.5,192.2,110.16666666666667,96.06666666666666,17.299999999999997,RED,RED,RED
2026-05-15 17:00:00+00:00,Delhi,89.3,183.8,178.6,3,30.6,40.0,0.5,177,1007.791230531261,0.727,haze,115.8,231.4,101.2,96.14583333333333,-26.5,RED,RED,RED
2026-05-15 18:00:00+00:00,Delhi,82.9,157.7,165.9,3,29.0,45.1,2.26,248,1003.7674484087827,0.609,haze,89.3,183.8,96.0,96.2625,-6.3999999999999915,RED,RED,RED
2026-05-15 19:00:00+00:00,Delhi,76.0,144.0,151.9,3,26.4,48.2,3.2,119,1006.8755375773512,0.532,clear sky,82.9,157.7,82.73333333333333,96.27916666666668,-6.900000000000006,RED,RED,RED
2026-05-15 20:00:00+00:00,Delhi,62.8,128.9,125.6,3,23.1,54.6,0.5,35,1009.4003476507946,0.634,clear sky,76.0,144.0,73.89999999999999,95.9375,-13.200000000000003,RED,RED,RED
2026-05-15 21:00:00+00:00,Delhi,84.7,173.7,169.5,3,23.3,58.6,1.13,118,1006.4776881422761,0.588,haze,62.8,128.9,74.5,96.46250000000002,21.900000000000006,RED,RED,RED
2026-05-15 22:00:00+00:00,Delhi,78.7,159.1,157.5,3,19.7,52.7,7.41,341,1006.3652332951233,0.295,clear sky,84.7,173.7,75.39999999999999,96.04583333333333,-6.0,RED,RED,RED
2026-05-15 23:00:00+00:00,Delhi,70.3,154.1,140.5,3,20.5,55.5,1.66,208,1007.635660081547,0.573,clear sky,78.7,159.1,77.89999999999999,95.87083333333334,-8.400000000000006,RED,RED,RED
2026-05-16 00:00:00+00:00,Delhi,77.5,147.4,154.9,3,18.3,60.5,10.4,28,1007.448049990942,0.138,clear sky,70.3,154.1,75.5,95.79583333333335,7.200000000000003,RED,RED,RED
2026-05-16 01:00:00+00:00,Delhi,114.0,246.8,227.9,3,19.5,60.1,0.8,16,1005.0648816671549,0.6,haze,77.5,147.4,87.26666666666667,96.99583333333334,36.5,RED,RED,RED
2026-05-16 02:00:00+00:00,Delhi,82.1,151.3,164.3,3,18.5,56.7,0.77,218,1006.061371914531,0.613,haze,114.0,246.8,91.2,96.96666666666668,-31.900000000000006,RED,RED,RED
2026-05-16 03:00:00+00:00,Delhi,100.9,188.7,201.8,3,23.9,55.1,1.21,121,1010.4197797437411,0.597,haze,82.1,151.3,99.0,98.0,18.80000000000001,RED,RED,RED
2026-05-16 04:00:00+00:00,Delhi,78.8,147.7,157.6,3,23.0,52.9,0.5,266,1007.3323755834866,0.64,clear sky,100.9,188.7,87.26666666666667,97.53333333333332,-22.10000000000001,RED,RED,RED
2026-05-16 05:00:00+00:00,Delhi,92.1,176.7,184.2,3,24.6,46.0,2.72,245,1015.8971461945122,0.553,haze,78.8,147.7,90.60000000000001,97.3625,13.299999999999997,RED,RED,RED
2026-05-16 06:00:00+00:00,Delhi,104.6,210.9,209.2,3,26.9,45.9,4.68,200,1007.1581519515056,0.469,haze,92.1,176.7,91.83333333333333,97.48750000000001,12.5,RED,RED,RED
2026-05-16 07:00:00+00:00,Delhi,107.0,223.8,214.0,3,30.3,47.0,1.43,38,1007.858206042113,0.654,haze,104.6,210.9,101.23333333333333,96.97500000000001,2.4000000000000057,RED,RED,RED
2026-05-16 08:00:00+00:00,Delhi,121.5,257.2,243.1,3,31.4,38.2,0.5,79,1013.837613854483,0.74,haze,107.0,223.8,111.03333333333335,97.24166666666667,14.5,RED,RED,RED
2026-05-16 09:00:00+00:00,Delhi,119.3,246.1,238.5,3,34.3,36.9,0.72,88,1009.3775402376854,0.754,haze,121.5,257.2,115.93333333333332,96.96666666666665,-2.200000000000003,RED,RED,RED
2026-05-16 10:00:00+00:00,Delhi,128.2,265.0,256.3,3,36.0,32.3,18.36,281,1006.3967799419299,0.319,haze,119.3,246.1,123.0,97.57916666666667,8.899999999999991,RED,RED,RED
2026-05-16 11:00:00+00:00,Delhi,163.5,339.8,326.9,3,35.9,31.9,8.86,214,1007.3601828721027,0.377,haze,128.2,265.0,137.0,99.85833333333335,35.30000000000001,RED,RED,RED
2026-05-16 12:00:00+00:00,Delhi,120.3,238.4,240.5,3,36.8,36.6,2.63,151,1009.0202028915757,0.679,haze,163.5,339.8,137.33333333333334,100.22500000000001,-43.2,RED,RED,RED
2026-05-16 13:00:00+00:00,Delhi,108.3,225.0,216.5,3,35.4,34.3,0.5,14,1005.3161780933415,0.783,haze,120.3,238.4,130.7,99.72083333333335,-12.0,RED,RED,RED
2026-05-16 14:00:00+00:00,Delhi,108.7,227.8,217.4,3,36.3,24.1,5.23,310,1010.1886282999075,0.589,haze,108.3,225.0,112.43333333333334,99.40833333333332,0.4000000000000057,RED,RED,RED
2026-05-16 15:00:00+00:00,Delhi,144.1,270.1,288.2,3,33.6,36.3,0.5,301,1007.4842598867847,0.763,haze,108.7,227.8,120.36666666666666,101.30833333333332,35.39999999999999,RED,RED,RED
2026-05-16 16:00:00+00:00,Delhi,106.1,211.4,212.3,3,31.3,40.3,10.35,265,1008.9415858904104,0.256,haze,144.1,270.1,119.63333333333333,100.90416666666668,-38.0,RED,RED,RED
2026-05-16 17:00:00+00:00,Delhi,88.4,185.0,176.8,3,29.4,41.1,0.88,323,1007.5959817377523,0.695,haze,106.1,211.4,112.86666666666667,100.86666666666666,-17.69999999999999,RED,RED,RED
2026-05-16 18:00:00+00:00,Delhi,90.3,195.5,180.7,3,29.6,42.1,7.83,292,1007.1746280409587,0.345,haze,88.4,185.0,94.93333333333332,101.175,1.8999999999999915,RED,RED,RED
2026-05-16 19:00:00+00:00,Delhi,88.0,174.9,176.1,3,25.7,45.5,11.82,58,1009.1472292385522,0.196,haze,90.3,195.5,88.89999999999999,101.675,-2.299999999999997,RED,RED,RED
2026-05-16 20:00:00+00:00,Delhi,85.4,182.2,170.9,3,23.7,51.3,7.88,261,1007.6878507296011,0.277,haze,88.0,174.9,87.89999999999999,102.61666666666667,-2.5999999999999943,RED,RED,RED
2026-05-16 21:00:00+00:00,Delhi,77.9,156.4,155.8,3,23.5,57.5,0.75,177,1015.3615265224371,0.611,clear sky,85.4,182.2,83.76666666666665,102.33333333333333,-7.5,RED,RED,RED
